```csv
id,conversation
g_139,"요즘 운동 효과 보니? 응 체력이 좋아졌어. 대단하다 나도 열심히 해야겠다. 같이 하면 더 좋아. 그래 내일부터 같이 가자. 완벽해 내일 보자."
g_140,"이번 주 날씨 포근하대. 다행이다 외출하기 좋겠다. 산책하러 갈까? 좋아 어디로 갈까? 공원 어때? 완전 좋지 오후에 가자. 알았어 그때 보자."
g_141,"배고픈데 간식 먹을래? 좋아 뭐 있어? 과자랑 초콜릿 있어. 초콜릿 줘. 여기 먹어. 고마워 맛있다."
g_142,"주말에 친척 집 가? 응 할머니 뵈러 갈 거야. 좋겠다 맛있는 거 드시겠네. 응 할머니 요리 최고야. 부럽다 잘 다녀와. 고마워 선물 사 드려야지."
g_143,"요즘 악기 연습해? 응 기타 매일 쳐. 멋지다 실력 늘었어? 응 조금씩 나아지고 있어. 들려줘. 좋아 다음에 연주해줄게. 기대할게."
g_144,"오늘 업무 어땠어? 바빴지만 보람 있었어. 다행이다 고생했어. 고마워 너는 어땠어? 나도 괜찮았어. 저녁 먹으러 가자. 좋아 뭐 먹을까? 찌개 어때? 완벽해."
g_145,"새로 나온 게임 재밌어? 응 진짜 중독성 있어. 나도 해봐야겠다. 같이 할래? 좋아 오늘 밤에 하자. 몇 시에? 9시 어때? 완벽해 그때 보자."
g_146,"주말에 뭐 할까? 영화 보러 갈까 봐. 좋아 무슨 영화? 로맨스 코미디 어때? 완전 좋지 같이 보자. 토요일 저녁 어때? 완벽해 그때 보자."
g_147,"요즘 일 재밌니? 응 새 프로젝트 시작했어. 좋겠다 흥미로워? 응 배울 게 많아. 멋지다 화이팅. 고마워 너도 파이팅."
g_148,"오늘 점심 맛있었어? 응 완전 맛있었어. 어디서 먹었어? 회사 근처 분식집이야. 나도 가봐야겠다. 추천해 진짜 맛있어."
g_149,"새로운 앱 편해? 응 인터페이스 직관적이야. 나도 써볼게. 추천해 무료야. 고마워 지금 다운받을게."
g_150,"요즘 독서 많이 해? 응 주말마다 읽어. 좋은 습관이다 무슨 장르? 주로 에세이 읽어. 나도 읽고 싶다. 추천해줄게."
g_151,"주말에 집 정리하는데 도와줄래? 좋아 몇 시에 갈까? 오전 10시 어때? 완벽해 청소 도구 가져갈게. 고마워 같이 하면 빨리 끝나겠다. 응 열심히 하자."
g_152,"요즘 날씨 변화 심하다. 그치 옷 입기 어려워. 감기 조심해야겠어. 너도 건강 챙겨. 고마워 따뜻하게 입고 다녀. 응 너도."
g_153,"오늘 저녁에 시간 돼? 응 있는데 왜? 산책하러 갈래? 좋아 어디로 갈까? 한강 어때? 완전 좋지 6시에 보자. 알았어 그때 보자."
g_154,"새로 산 텀블러 예쁘다. 고마워 실용적이기도 해. 어디 거야? 온라인에서 샀어. 나도 사고 싶다. 링크 줄게. 고마워."
g_155,"요즘 운동 열심히 하네. 응 건강 관리 중이야. 멋지다 나도 해야겠다. 같이 하자. 좋아 내일부터 가자. 완벽해 내일 보자."
g_156,"이번 주 날씨 좋대. 다행이다 나들이 가기 좋겠어. 어디 갈까? 놀이공원 어때? 좋아 토요일에 가자. 완벽해 기대된다."
g_157,"배고프다 뭐 먹을까? 치킨 어때? 좋아 양념 먹고 싶어. 나도 그거 좋아. 주문할게. 고마워 콜라도 시켜줘. 알았어."
g_158,"주말에 가족 여행 가? 응 제주도 갈 거야. 좋겠다 며칠 가? 2박 3일이야. 재밌게 다녀와. 고마워 사진 많이 찍어올게."
g_159,"요즘 춤 배우고 있어? 응 방송댄스 배워. 멋지다 어려워? 처음엔 힘들었는데 이제 재밌어. 나도 배우고 싶다. 같이 배우자."
g_160,"오늘 회의 길었지? 응 3시간 걸렸어. 힘들었겠다 고생했어. 고마워 이제 끝났으니 다행이야. 저녁 먹으러 가자. 좋아 뭐 먹을까? 삼겹살 어때? 완벽해."
g_161,"새로 나온 노래 들었어? 아직인데 좋아? 응 멜로디 중독성 있어. 나도 들어봐야겠다. 지금 들려줄까? 좋아 틀어봐."
g_162,"주말에 뭐 할까? 집에서 쉴까 봐. 좋아 나도 피곤해. 영화나 보자. 완전 좋지 무슨 장르? 코미디 어때? 완벽해."
g_163,"요즘 업무 스트레스 있어? 좀 있는데 관리 중이야. 다행이다 너는? 나도 비슷해. 주말에 푹 쉬자. 그래 같이 놀러 가자."
g_164,"오늘 점심 어디서? 학교 식당에서 먹었어. 맛있었어? 응 괜찮았어. 나는 도시락 싸왔어. 건강하게 챙겨 먹네. 가끔씩 싸 와."
g_165,"새로운 카페 분위기 좋아? 응 인테리어 예뻐. 나도 가보고 싶다. 같이 가자. 좋아 언제 갈까? 주말 어때? 완벽해."
g_166,"요즘 수영 배우고 있어? 응 일주일에 두 번 가. 건강에 좋겠다. 응 운동 효과도 좋아. 나도 배워볼까 봐. 같이 하자."
g_167,"주말에 미술관 가는데 같이 갈래? 좋아 무슨 전시야? 현대 미술 전시야. 흥미롭겠다 몇 시에 갈까? 토요일 오후 2시 어때? 완벽해 그때 보자."
g_168,"요즘 피부 관리해? 응 팩 열심히 해. 효과 있어? 응 피부가 좋아졌어. 나도 해봐야겠다. 추천 제품 알려줄게. 고마워."
g_169,"오늘 저녁 약속 있어? 없는데 왜? 삼겹살 먹으러 갈래? 좋아 어디로 갈까? 우리 단골 가게. 완전 좋지 7시에 보자. 알았어."
g_170,"새로 산 책 재밌어? 응 진짜 몰입 잘 돼. 무슨 책이야? 역사 소설이야. 나도 읽고 싶다. 다 읽으면 빌려줄게. 고마워."
g_171,"요즘 운동 꾸준히 해? 응 매일 아침에 해. 대단하다 나도 시작해야겠다. 같이 하자. 좋아 내일 아침에 보자. 완벽해."
g_172,"이번 주 날씨 흐리대. 그럼 우산 챙겨야겠다. 응 비 올 수도 있대. 알려줘서 고마워. 우리 모두 조심하자. 그래."
g_173,"배고픈데 라면 끓일까? 좋아 매운 거로 하자. 알았어 계란도 넣을게. 완벽해 김치도 있어? 응 냉장고에 있어."
g_174,"주말에 친구들 만나? 응 고등학교 동창들 볼 거야. 좋겠다 오랜만이지? 응 1년 만이야. 재밌게 놀다 와. 고마워 월요일에 얘기해줄게."
g_175,"요즘 글쓰기 하고 있어? 응 블로그 운영 중이야. 멋지다 무슨 주제로 써? 여행이랑 일상 얘기. 나도 읽고 싶다. 링크 보내줄게."
g_176,"오늘 업무 많았지? 응 하루 종일 바빴어. 고생했어 이제 쉬자. 응 저녁 먹으러 가자. 좋아 뭐 먹을까? 피자 어때? 완벽해."
g_177,"새로 나온 영화 봤어? 아직인데 재밌대? 응 평점 높더라. 나도 보고 싶다. 같이 볼까? 좋아 이번 주말 어때? 완벽해."
g_178,"주말에 뭐 할까? 등산 갈까 봐. 좋아 어디로? 북한산 어때? 완전 좋지 준비물 챙겨야겠다. 응 토요일 아침에 보자. 알았어."
g_179,"요즘 일 재미있어? 응 동료들이 좋아서. 다행이다 분위기 좋구나. 응 협력 잘돼. 부럽다 우리도 그래야 하는데. 잘될 거야."
g_180,"오늘 점심 뭐 먹었어? 김치찌개 먹었어. 맛있었어? 응 완전 맛있었어. 나도 먹고 싶다. 저녁에 같이 먹을까? 좋아."
g_181,"새로운 헤드폰 음질 좋아? 응 진짜 선명해. 어디 거야? 온라인에서 샀어. 나도 사고 싶다. 추천해 가성비 좋아. 고마워."
g_182,"요즘 명상하고 있어? 응 아침마다 10분씩. 효과 있어? 응 마음이 편해졌어. 나도 해봐야겠다. 같이 하자. 좋아."
g_183,"주말에 케이크 만드는데 도와줄래? 좋아 무슨 케이크? 초콜릿 케이크야. 맛있겠다 몇 시에 갈까? 토요일 오후 3시 어때? 완벽해 그때 보자."
g_184,"요즘 날씨 쌀쌀하다. 그치 겨울 오는 것 같아. 따뜻하게 입어야겠어. 응 감기 조심해. 너도 건강 챙겨. 고마워."
g_185,"오늘 저녁에 시간 있어? 응 있는데 왜? 보드게임 하러 갈래? 좋아 어디서? 카페에서 하자. 완벽해 7시에 보자. 알았어."
g_186,"새로 산 옷 잘 어울려. 고마워 세일해서 샀어. 어디서 샀어? 백화점이야. 나도 가봐야겠다. 같이 갈래? 좋아 언제 갈까? 주말 어때? 완벽해."
g_187,"요즘 러닝 하고 있어? 응 저녁마다 뛰어. 건강하겠다. 응 체력 좋아졌어. 나도 시작해볼까 봐. 같이 뛰자. 좋아."
g_188,"이번 주 날씨 화창하대. 다행이다 소풍 가기 좋겠어. 어디 갈까? 공원 어때? 좋아 도시락 싸 가자. 완벽해 토요일에 가자."
g_189,"배고프다 뭐 먹을까? 햄버거 어때? 좋아 감자튀김도 먹고 싶어. 나도 세트로 시키자. 주문할게. 고마워."
g_190,"주말에 콘서트 가? 응 좋아하는 가수 공연이야. 좋겠다 재밌게 다녀와. 고마워 사진 많이 찍어올게. 응 후기 기대할게."
g_191,"요즘 외국어 공부해? 응 영어 회화 배워. 멋지다 어디서? 온라인 강의 들어. 나도 배우고 싶다. 같이 하자. 좋아."
g_192,"오늘 회의 어땠어? 생산적이었어 좋은 아이디어 많이 나왔어. 다행이다 프로젝트 잘되겠네. 응 기대돼. 축하해 화이팅. 고마워."
g_193,"새로 나온 시리즈 봤어? 아직인데 재밌대? 응 몰입도 높아. 나도 봐야겠다. 같이 볼까? 좋아 오늘 밤에 보자. 완벽해."
g_194,"주말에 뭐 할까? 자전거 타러 갈까 봐. 좋아 어디로? 강변 따라 가자. 완전 좋지 토요일 오전 어때? 완벽해 그때 보자."
g_195,"요즘 스트레스 관리 어떻게 해? 취미 생활로 풀어. 좋은 방법이다 무슨 취미? 그림 그리기. 나도 시작해볼까 봐. 같이 하자. 좋아."
g_196,"오늘 점심 맛있게 먹었어? 응 완전 만족스러웠어. 어디서 먹었어? 회사 근처 일식집. 나도 가보고 싶다. 추천해 꼭 가봐."
g_197,"새로운 스마트워치 기능 좋아? 응 건강 관리 기능 유용해. 어떤 거야? 심박수랑 수면 체크해. 나도 사고 싶다. 추천해 만족스러워."
g_198,"요즘 베이킹 하고 있어? 응 주말마다 빵 구워. 멋지다 맛있어? 응 가족들이 좋아해. 나도 배우고 싶다. 같이 하자. 좋아 다음 주에 같이 해보자."
g_199,"주말에 와인 시음회 가는데 같이 갈래? 좋아 어디서 해? 시내 와인바에서 해. 흥미롭겠다 몇 시야? 토요일 저녁 6시. 완벽해 그때 보자. 알았어 기대된다."
g_200,"요즘 가드닝 하고 있어? 응 베란다에 화분 키워. 예쁘겠다 무슨 식물? 허브랑 다육이. 나도 키우고 싶다. 같이 키우자. 좋아 화분 같이 사러 가자. 완벽해."
